user_id,persona,geo,conversion_status,conversion_timestamp,revenue_generated
user_139,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_140,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_141,Budget Parents,Tier-3 Cities,0,,0.0
user_142,Impulse Buyers,Tier-1 Cities,0,,0.0
user_143,Impulse Buyers,International,0,,0.0
user_144,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_145,Budget Parents,Tier-2 Cities,0,,0.0
user_146,Impulse Buyers,Tier-3 Cities,0,,0.0
user_147,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_148,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_149,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_150,Impulse Buyers,Tier-2 Cities,1,2023-04-15 06:56:09,2238.07
user_151,Gen-Z Trend Seekers,Tier-3 Cities,1,2023-10-24 07:57:18,5810.08
user_152,Unknown,Tier-1 Cities,0,,0.0
user_153,Unknown,Tier-1 Cities,0,,0.0
user_154,Impulse Buyers,International,0,,0.0
user_155,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_156,Impulse Buyers,Tier-3 Cities,0,,0.0
user_157,Premium Fitness Users,Tier-3 Cities,1,2023-02-06 22:01:54,3038.0
user_158,Unknown,International,0,,0.0
user_159,Budget Parents,Tier-2 Cities,0,,0.0
user_160,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_161,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_162,Impulse Buyers,Tier-3 Cities,1,2023-05-03 02:44:36,3379.01
user_163,Impulse Buyers,International,0,,0.0
user_164,Budget Parents,Tier-3 Cities,0,,0.0
user_165,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_166,Unknown,Tier-2 Cities,0,,0.0
user_167,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_168,Impulse Buyers,Tier-2 Cities,0,,0.0
user_169,Impulse Buyers,Tier-2 Cities,0,,0.0
user_170,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_171,Budget Parents,Tier-1 Cities,1,2023-09-05 18:25:33,4928.07
user_172,Impulse Buyers,Tier-3 Cities,0,,0.0
user_173,Gen-Z Trend Seekers,International,0,,0.0
user_174,Budget Parents,Tier-3 Cities,0,,0.0
user_175,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_176,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_177,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_178,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_179,Premium Fitness Users,Tier-1 Cities,1,2023-02-06 22:16:14,11761.37
user_180,Budget Parents,Tier-3 Cities,0,,0.0
user_181,Budget Parents,Tier-2 Cities,0,,0.0
user_182,Budget Parents,Tier-3 Cities,0,,0.0
user_183,Gen-Z Trend Seekers,Tier-2 Cities,1,2023-07-23 14:00:25,5773.25
user_184,Premium Fitness Users,Tier-2 Cities,1,2023-12-15 00:12:54,6443.2
user_185,Budget Parents,Tier-1 Cities,0,,0.0
user_186,Impulse Buyers,International,0,,0.0
user_187,Budget Parents,Tier-1 Cities,0,,0.0
user_188,Unknown,Tier-2 Cities,0,,0.0
user_189,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_190,Gen-Z Trend Seekers,International,0,,0.0
user_191,Impulse Buyers,International,1,2023-03-18 05:38:11,2844.18
user_192,Budget Parents,Tier-3 Cities,1,2023-07-14 09:16:12,4458.3
user_193,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_194,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_195,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_196,Budget Parents,Tier-1 Cities,0,,0.0
user_197,Impulse Buyers,International,0,,0.0
user_198,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_199,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_200,Unknown,Tier-3 Cities,0,,0.0
user_201,Budget Parents,Tier-2 Cities,0,,0.0
user_202,Premium Fitness Users,International,0,,0.0
user_203,Gen-Z Trend Seekers,International,0,,0.0
user_204,Premium Fitness Users,Tier-1 Cities,1,2023-10-01 01:22:42,5912.57
user_205,Budget Parents,Tier-1 Cities,0,,0.0
user_206,Gen-Z Trend Seekers,International,1,2023-09-01 20:27:24,2227.58
user_207,Unknown,Tier-3 Cities,0,,0.0
user_208,Impulse Buyers,International,0,,0.0
user_209,Impulse Buyers,Tier-3 Cities,0,,0.0
user_210,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_211,Budget Parents,Tier-1 Cities,0,,0.0
user_212,Impulse Buyers,Tier-1 Cities,0,,0.0
user_213,Premium Fitness Users,International,0,,0.0
user_214,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_215,Impulse Buyers,Tier-3 Cities,0,,0.0
user_216,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_217,Budget Parents,Tier-2 Cities,0,,0.0
user_218,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_219,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_220,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_221,Budget Parents,Tier-1 Cities,0,,0.0
user_222,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_223,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_224,Unknown,International,0,,0.0
user_225,Budget Parents,Tier-1 Cities,0,,0.0
user_226,Gen-Z Trend Seekers,International,0,,0.0
user_227,Impulse Buyers,Tier-3 Cities,0,,0.0
user_228,Unknown,Tier-2 Cities,0,,0.0
user_229,Impulse Buyers,International,0,,0.0
user_230,Budget Parents,Tier-2 Cities,0,,0.0
user_231,Unknown,Tier-2 Cities,0,,0.0
user_232,Budget Parents,Tier-3 Cities,0,,0.0
user_233,Premium Fitness Users,Tier-3 Cities,1,2023-06-05 02:26:24,6516.51
user_234,Budget Parents,Tier-2 Cities,0,,0.0
user_235,Budget Parents,International,0,,0.0
user_236,Budget Parents,Tier-2 Cities,0,,0.0
user_237,Impulse Buyers,Tier-2 Cities,0,,0.0
user_238,Impulse Buyers,International,1,2023-07-30 20:24:26,1176.78
user_239,Impulse Buyers,Tier-3 Cities,1,2023-05-06 16:06:15,2136.24
user_240,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_241,Unknown,International,0,,0.0
user_242,Budget Parents,International,0,,0.0
user_243,Unknown,International,0,,0.0
user_244,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_245,Budget Parents,International,0,,0.0
user_246,Impulse Buyers,International,0,,0.0
user_247,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_248,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_249,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_250,Impulse Buyers,Tier-3 Cities,1,2023-02-23 10:08:51,2652.59
user_251,Unknown,Tier-1 Cities,0,,0.0
user_252,Premium Fitness Users,Tier-2 Cities,0,,0.0
user_253,Budget Parents,Tier-2 Cities,0,,0.0
user_254,Impulse Buyers,International,0,,0.0
user_255,Budget Parents,Tier-2 Cities,1,2023-04-14 21:49:08,2354.41
user_256,Gen-Z Trend Seekers,International,0,,0.0
user_257,Impulse Buyers,International,0,,0.0
user_258,Unknown,Tier-3 Cities,0,,0.0
user_259,Budget Parents,Tier-1 Cities,0,,0.0
user_260,Budget Parents,Tier-3 Cities,0,,0.0
user_261,Gen-Z Trend Seekers,International,0,,0.0
user_262,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_263,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_264,Impulse Buyers,Tier-2 Cities,1,2023-07-13 03:16:03,2414.06
user_265,Budget Parents,Tier-3 Cities,0,,0.0
user_266,Gen-Z Trend Seekers,International,0,,0.0
user_267,Impulse Buyers,Tier-2 Cities,1,2023-02-25 13:52:07,889.42
user_268,Budget Parents,Tier-1 Cities,0,,0.0
user_269,Impulse Buyers,International,1,2023-04-07 14:12:03,2268.08
user_270,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_271,Premium Fitness Users,International,0,,0.0
user_272,Budget Parents,International,1,2023-07-27 01:12:53,3279.69
user_273,Budget Parents,Tier-2 Cities,0,,0.0
user_274,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_275,Budget Parents,International,1,2023-07-01 10:06:08,5055.78
user_276,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_277,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_278,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_279,Budget Parents,Tier-1 Cities,0,,0.0
user_280,Impulse Buyers,International,0,,0.0
user_281,Impulse Buyers,International,0,,0.0
user_282,Unknown,Tier-1 Cities,0,,0.0
user_283,Premium Fitness Users,International,0,,0.0
user_284,Budget Parents,International,0,,0.0
user_285,Premium Fitness Users,International,0,,0.0
user_286,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_287,Gen-Z Trend Seekers,International,0,,0.0
user_288,Impulse Buyers,Tier-3 Cities,0,,0.0
user_289,Budget Parents,International,0,,0.0
user_290,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_291,Premium Fitness Users,International,0,,0.0
user_292,Impulse Buyers,Tier-2 Cities,0,,0.0
user_293,Budget Parents,Tier-3 Cities,0,,0.0
user_294,Budget Parents,Tier-1 Cities,0,,0.0
user_295,Impulse Buyers,International,0,,0.0
user_296,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_297,Gen-Z Trend Seekers,International,0,,0.0
user_298,Budget Parents,Tier-1 Cities,1,2023-03-27 20:17:53,4536.89
user_299,Impulse Buyers,Tier-3 Cities,0,,0.0
user_300,Premium Fitness Users,International,0,,0.0
user_301,Impulse Buyers,International,0,,0.0
user_302,Budget Parents,Tier-2 Cities,0,,0.0
user_303,Impulse Buyers,Tier-1 Cities,1,2023-03-17 17:56:06,3041.46
user_304,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_305,Premium Fitness Users,International,0,,0.0
user_306,Impulse Buyers,Tier-1 Cities,0,,0.0
user_307,Impulse Buyers,Tier-2 Cities,0,,0.0
user_308,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_309,Gen-Z Trend Seekers,International,0,,0.0
user_310,Gen-Z Trend Seekers,Tier-2 Cities,1,2023-06-19 00:49:05,2400.65
user_311,Budget Parents,International,0,,0.0
user_312,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_313,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_314,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_315,Budget Parents,Tier-2 Cities,0,,0.0
user_316,Gen-Z Trend Seekers,International,0,,0.0
user_317,Unknown,Tier-2 Cities,0,,0.0
user_318,Gen-Z Trend Seekers,International,0,,0.0
user_319,Unknown,Tier-3 Cities,0,,0.0
user_320,Unknown,International,0,,0.0
user_321,Premium Fitness Users,Tier-1 Cities,1,2023-02-13 00:35:20,7532.95
user_322,Budget Parents,Tier-1 Cities,0,,0.0
user_323,Impulse Buyers,International,0,,0.0
user_324,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_325,Premium Fitness Users,Tier-2 Cities,1,2023-05-16 11:06:33,7269.53
user_326,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_327,Impulse Buyers,Tier-2 Cities,0,,0.0
user_328,Budget Parents,International,0,,0.0
user_329,Gen-Z Trend Seekers,International,1,2023-06-18 23:01:27,1473.88
user_330,Premium Fitness Users,Tier-2 Cities,0,,0.0
user_331,Gen-Z Trend Seekers,International,1,2023-01-31 15:49:02,1592.2
user_332,Impulse Buyers,International,1,2023-04-09 14:36:08,3788.22
user_333,Unknown,International,0,,0.0
user_334,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_335,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_336,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_337,Budget Parents,Tier-1 Cities,0,,0.0
user_338,Budget Parents,Tier-3 Cities,0,,0.0
user_339,Unknown,Tier-3 Cities,0,,0.0
user_340,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_341,Budget Parents,Tier-3 Cities,0,,0.0
user_342,Impulse Buyers,Tier-1 Cities,0,,0.0
user_343,Budget Parents,Tier-1 Cities,1,2023-07-26 04:13:50,1950.25
user_344,Unknown,Tier-3 Cities,0,,0.0
user_345,Budget Parents,International,0,,0.0
user_346,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_347,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_348,Impulse Buyers,Tier-2 Cities,0,,0.0
user_349,Unknown,Tier-3 Cities,0,,0.0
user_350,Budget Parents,Tier-2 Cities,0,,0.0
user_351,Budget Parents,International,0,,0.0
user_352,Impulse Buyers,International,0,,0.0
user_353,Premium Fitness Users,International,0,,0.0
user_354,Budget Parents,Tier-2 Cities,0,,0.0
user_355,Impulse Buyers,Tier-3 Cities,0,,0.0
user_356,Gen-Z Trend Seekers,International,0,,0.0
user_357,Impulse Buyers,Tier-1 Cities,0,,0.0
user_358,Budget Parents,International,0,,0.0
user_359,Unknown,International,0,,0.0
user_360,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_361,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_362,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_363,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_364,Budget Parents,Tier-2 Cities,0,,0.0
user_365,Impulse Buyers,Tier-2 Cities,0,,0.0
user_366,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_367,Impulse Buyers,Tier-1 Cities,0,,0.0
user_368,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_369,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_370,Premium Fitness Users,Tier-1 Cities,1,2023-02-05 13:49:01,3631.83
user_371,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_372,Budget Parents,Tier-2 Cities,0,,0.0
user_373,Impulse Buyers,Tier-1 Cities,0,,0.0
user_374,Budget Parents,International,0,,0.0
user_375,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_376,Impulse Buyers,Tier-2 Cities,0,,0.0
user_377,Impulse Buyers,Tier-2 Cities,0,,0.0
user_378,Impulse Buyers,Tier-1 Cities,0,,0.0
user_379,Gen-Z Trend Seekers,International,1,2023-10-15 15:31:57,5507.05
user_380,Gen-Z Trend Seekers,International,0,,0.0
user_381,Impulse Buyers,Tier-1 Cities,0,,0.0
user_382,Impulse Buyers,Tier-2 Cities,0,,0.0
user_383,Budget Parents,Tier-1 Cities,0,,0.0
user_384,Impulse Buyers,Tier-1 Cities,0,,0.0
user_385,Impulse Buyers,Tier-2 Cities,0,,0.0
user_386,Budget Parents,International,0,,0.0
user_387,Unknown,Tier-3 Cities,0,,0.0
user_388,Budget Parents,Tier-3 Cities,0,,0.0
user_389,Budget Parents,International,0,,0.0
user_390,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_391,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_392,Budget Parents,International,0,,0.0
user_393,Budget Parents,Tier-2 Cities,0,,0.0
user_394,Gen-Z Trend Seekers,International,0,,0.0
user_395,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_396,Premium Fitness Users,International,0,,0.0
user_397,Budget Parents,International,0,,0.0
user_398,Budget Parents,International,0,,0.0
user_399,Budget Parents,Tier-2 Cities,0,,0.0
user_400,Unknown,Tier-1 Cities,0,,0.0
user_401,Premium Fitness Users,Tier-2 Cities,0,,0.0
user_402,Impulse Buyers,Tier-2 Cities,0,,0.0
user_403,Premium Fitness Users,International,0,,0.0
user_404,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_405,Impulse Buyers,Tier-1 Cities,0,,0.0
user_406,Unknown,Tier-2 Cities,0,,0.0
user_407,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_408,Gen-Z Trend Seekers,International,0,,0.0
user_409,Unknown,Tier-1 Cities,0,,0.0
user_410,Unknown,International,0,,0.0
user_411,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_412,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_413,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_414,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_415,Impulse Buyers,Tier-1 Cities,0,,0.0
user_416,Premium Fitness Users,Tier-2 Cities,0,,0.0
user_417,Budget Parents,Tier-2 Cities,0,,0.0
user_418,Budget Parents,Tier-1 Cities,0,,0.0
user_419,Premium Fitness Users,Tier-3 Cities,1,2023-07-02 16:36:46,7375.8
user_420,Unknown,Tier-3 Cities,0,,0.0
user_421,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_422,Unknown,International,0,,0.0
user_423,Unknown,Tier-3 Cities,0,,0.0
user_424,Budget Parents,International,0,,0.0
user_425,Premium Fitness Users,International,0,,0.0
user_426,Impulse Buyers,Tier-1 Cities,0,,0.0
user_427,Budget Parents,Tier-2 Cities,0,,0.0
user_428,Premium Fitness Users,International,0,,0.0
user_429,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_430,Budget Parents,Tier-1 Cities,0,,0.0
user_431,Impulse Buyers,Tier-3 Cities,0,,0.0
user_432,Impulse Buyers,Tier-1 Cities,0,,0.0
user_433,Impulse Buyers,Tier-1 Cities,0,,0.0
user_434,Unknown,Tier-3 Cities,0,,0.0
user_435,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_436,Impulse Buyers,Tier-2 Cities,0,,0.0
user_437,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_438,Impulse Buyers,International,0,,0.0
user_439,Impulse Buyers,Tier-1 Cities,0,,0.0
user_440,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_441,Unknown,Tier-2 Cities,0,,0.0
user_442,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_443,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_444,Unknown,Tier-3 Cities,0,,0.0
user_445,Gen-Z Trend Seekers,International,0,,0.0
user_446,Impulse Buyers,Tier-3 Cities,1,2024-01-06 13:10:10,1022.03
user_447,Premium Fitness Users,Tier-2 Cities,0,,0.0
user_448,Gen-Z Trend Seekers,Tier-2 Cities,0,,0.0
user_449,Impulse Buyers,Tier-2 Cities,0,,0.0
user_450,Gen-Z Trend Seekers,International,0,,0.0
user_451,Impulse Buyers,Tier-2 Cities,0,,0.0
user_452,Unknown,Tier-3 Cities,0,,0.0
user_453,Premium Fitness Users,Tier-3 Cities,0,,0.0
user_454,Impulse Buyers,Tier-1 Cities,0,,0.0
user_455,Budget Parents,Tier-2 Cities,0,,0.0
user_456,Gen-Z Trend Seekers,Tier-3 Cities,0,,0.0
user_457,Budget Parents,Tier-1 Cities,0,,0.0
user_458,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_459,Premium Fitness Users,Tier-1 Cities,0,,0.0
user_460,Impulse Buyers,Tier-1 Cities,0,,0.0
user_461,Gen-Z Trend Seekers,Tier-1 Cities,0,,0.0
user_462,Premium Fitness Users,International,0,,0.0
user_463,Premium Fitness Users,Tier-2 Cities,0,,0.0
user_464,Premium Fitness Users,Tier-3 Cities,0,,0.0
