interaction_id,user_id,timestamp,channel,interaction_type
5e3de364-e306-4526-bcf5-e6e936e5920b,user_6,2023-09-17 02:07:36.439707,TikTok,click
756adc36-875d-43a4-b360-b6e583001570,user_6,2023-09-17 02:07:36.604230,Instagram,click
1a7105be-502a-458c-bdce-54c758fa8e92,user_6,2023-09-17 02:07:36.845975,Instagram,click
b065419d-db85-4f55-9219-f095f4cf7847,user_6,2023-09-17 02:07:37.086211,E-commerce Marketplaces,click
60a22dab-3ecb-4528-be6a-a54aa5a1473f,user_6,2023-09-17 02:07:37.242928,Influencer Networks,click
a1fb81bd-382e-4bd4-9c34-8e7191e17a1c,user_6,2023-09-17 02:07:37.470950,Influencer Networks,click
d4d4ef91-b12e-44eb-accc-59a2e3dc6284,user_6,2023-09-17 02:07:37.628952,Influencer Networks,click
f9a295f0-c1dc-4ab8-ae87-52b511ce53dd,user_6,2023-09-17 02:07:37.802086,YouTube,click
9b0eab50-d5db-40f7-8d83-c80b82b11c39,user_6,2023-09-17 02:07:38.017187,E-commerce Marketplaces,click
61f5bdd8-3475-4421-8cc3-8083c1bc98d1,user_6,2023-09-17 02:07:38.246010,TikTok,click
ca668586-3fb2-49fb-a52f-902a10b90267,user_6,2023-09-17 02:07:38.491977,Instagram,click
269d5af9-5f00-4f3f-b136-9c04db620504,user_6,2023-09-17 02:07:38.643671,Instagram,click
4440284f-a276-4527-8a33-82a35b4e5bef,user_6,2023-09-17 02:07:38.824332,E-commerce Marketplaces,click
5f781d80-4554-4b37-8776-c1579c95eafc,user_6,2023-09-17 02:07:39.040045,Instagram,click
2d06effa-7c96-4272-ba39-fe43bcf6fac0,user_6,2023-09-17 02:07:39.239577,YouTube,click
f503f358-4e68-420e-979b-7effdeab182c,user_6,2023-09-17 02:07:39.474580,Google Search,click
c9502a75-c91c-47dc-866c-a93ada955a53,user_6,2023-09-17 02:07:39.633307,Google Search,click
ba903302-4a55-490f-a398-edb20c589e67,user_6,2023-09-17 02:07:39.807638,TikTok,click
de92abe0-b6d3-4db3-be37-9c0cd8d23f21,user_6,2023-09-17 02:07:40.011403,E-commerce Marketplaces,click
cd880ead-6b0c-46b0-92fc-b291f66e6ae4,user_6,2023-09-17 02:07:40.219390,Programmatic Display,click
c53228d6-877b-4824-a1f2-71f40f6e5f5c,user_6,2023-09-17 02:07:40.434938,TikTok,click
5944a099-129f-455a-95a0-4e3d57776f62,user_6,2023-09-17 02:07:40.695822,TikTok,click
326769e3-817c-4fb0-a6af-318e87cd992a,user_6,2023-09-17 02:07:40.881504,Google Search,click
7f77abab-d11d-45fc-a564-820e3570a9ed,user_6,2023-09-17 02:07:41.010280,YouTube,click
b5da0125-97c7-4a7d-a46c-01e5f247a09d,user_6,2023-09-17 02:07:41.219727,E-commerce Marketplaces,click
ee8e9704-7069-4ee1-a44a-0222d0f5cd76,user_6,2023-09-17 02:07:41.415287,Programmatic Display,click
b14ff160-1fd8-401f-b3f5-ceb1598ad725,user_6,2023-09-17 02:07:41.665551,Google Search,click
2a7cef5b-cc26-4b2c-b844-c04a74098f92,user_6,2023-09-17 02:07:41.895129,TikTok,click
9fa4d8e2-e59b-4161-be9e-ae25ba63fb1d,user_6,2023-09-17 02:07:42.049412,Programmatic Display,click
214ed071-322b-4dbd-b745-2c3a2d050690,user_6,2023-09-17 02:07:42.256374,E-commerce Marketplaces,click
371cb59e-2b33-4836-a1df-16eb128cc52c,user_6,2023-09-17 02:07:42.444891,E-commerce Marketplaces,click
ff18308a-351e-447b-9d8e-1a1a808b9237,user_6,2023-09-17 02:07:42.664299,E-commerce Marketplaces,click
31c0a486-f07a-4e4e-a99f-aad9a7d82cae,user_6,2023-09-17 02:07:42.832321,TikTok,click
37dc70a8-1b25-4f75-afee-678c6c07bad5,user_6,2023-09-17 02:07:43.031614,Influencer Networks,click
68914eed-19bc-46cd-8123-f81dbf27b97a,user_6,2023-09-17 02:07:43.206829,Influencer Networks,click
bf8d16eb-b419-485a-a674-50848e6c4877,user_6,2023-09-17 02:07:43.463139,Programmatic Display,click
510acfa7-a3cf-4122-a7af-2baf6559864c,user_6,2023-09-17 02:07:43.627467,Instagram,click
611df5b3-d91a-4d24-9e94-9c479d561c69,user_6,2023-09-17 02:07:43.835194,Instagram,click
ac8648d3-bd9a-47b1-b4e5-683c51211572,user_6,2023-09-17 02:07:44.031041,Influencer Networks,click
0722b175-0da3-4601-bbf0-94173e97f4e2,user_6,2023-09-17 02:07:44.203761,YouTube,click
3ddc421b-fb80-4581-943c-66cd13b452c5,user_6,2023-09-17 02:07:44.483170,Instagram,click
38910b4f-07c7-49aa-b32f-b7c43a1e07e5,user_7,2023-06-02 22:38:11.000000,Influencer Networks,click
6a7a2256-4524-45c3-9c14-775ee4cd3b23,user_7,2023-06-05 12:38:11.000000,Influencer Networks,click
189e243f-97c6-400d-afb5-b5dbb5bcd70b,user_7,2023-06-08 09:38:11.000000,Influencer Networks,click
1ba3ab9e-a7e3-40d5-9da7-1f911be8e4b3,user_7,2023-06-10 13:38:11.000000,YouTube,click
47d060a0-70ce-4795-8397-946e25e68bf1,user_7,2023-06-12 04:38:11.000000,Instagram,click
33d7d367-d346-40a6-a201-eb831060ed63,user_7,2023-06-13 15:38:11.000000,Influencer Networks,click
64773a9e-972d-4c46-8b20-514f83e92b01,user_7,2023-06-13 21:38:11.000000,Influencer Networks,click
241d95b6-68d1-4aff-9adf-b1180b88a31f,user_7,2023-06-14 12:38:11.000000,E-commerce Marketplaces,click
a605b8a6-8c0f-4685-b5a6-708a37216937,user_7,2023-06-15 05:38:11.000000,YouTube,click
490faaa9-415a-48f3-b169-e3f0a25e2b2e,user_8,2023-09-25 11:47:07.000000,E-commerce Marketplaces,click
3faa59f1-f4c7-43c7-8137-732a730c282a,user_8,2023-09-28 02:47:07.000000,E-commerce Marketplaces,click
67689cc7-bc9a-4ef9-8e32-bea68015660b,user_8,2023-09-30 12:47:07.000000,Google Search,click
48fd3050-5e20-481a-8d8e-e4bbd5c3ffbe,user_8,2023-10-02 11:47:07.000000,Google Search,click
d9436fc1-eeda-4c11-8c8d-537da7481382,user_8,2023-10-03 23:47:07.000000,E-commerce Marketplaces,click
c31ea4d1-b14c-40da-ac8a-e46406625af2,user_8,2023-10-04 16:47:07.000000,Google Search,click
c2077ad5-8102-4490-aeed-f2cceb96ceb3,user_9,2023-11-04 10:49:27.032848,Google Search,click
b622df64-d69c-4aa9-8dc3-37f23d47508e,user_9,2023-11-04 10:49:27.267012,Programmatic Display,click
99d1999f-d9fd-4682-90ce-04f0dfb7d576,user_9,2023-11-04 10:49:27.494711,TikTok,click
95b1de68-31ec-483e-9ce7-1f94afb1935d,user_9,2023-11-04 10:49:27.691245,Instagram,click
5c4bfc1a-4f24-4935-ae91-da40a4cdd7df,user_9,2023-11-04 10:49:27.864602,Influencer Networks,click
c3c712e0-ed0d-49ab-9bde-8bbfdddb37f1,user_9,2023-11-04 10:49:28.050849,Instagram,click
ec8b0435-ef03-45ce-9cb5-d9dedd966a2d,user_9,2023-11-04 10:49:28.236260,Google Search,click
583e3ca8-7367-44a7-81f6-ca4e5e6280ed,user_9,2023-11-04 10:49:28.495117,YouTube,click
57b6afd7-6520-4ddd-8edf-eab8455672e5,user_9,2023-11-04 10:49:28.694767,Influencer Networks,click
eb459605-6d70-4254-bbef-98f957efa770,user_9,2023-11-04 10:49:28.819201,Google Search,click
fb713aae-2618-461c-93c4-fa15cdcd1d36,user_9,2023-11-04 10:49:29.015495,YouTube,click
bd4a85fb-9ab4-4038-b058-09e7de47bc79,user_9,2023-11-04 10:49:29.284443,Instagram,click
9400c141-27d2-479f-ba10-ee4851a0da84,user_9,2023-11-04 10:49:29.450769,E-commerce Marketplaces,click
45736cd4-730e-4e12-b2b4-b0f6c4442658,user_9,2023-11-04 10:49:29.683512,E-commerce Marketplaces,click
724ac2a1-8ab3-4112-822c-5728bf45d335,user_9,2023-11-04 10:49:29.803775,YouTube,click
6efffcb6-a596-402f-93d4-3f4cc953f503,user_9,2023-11-04 10:49:30.087639,E-commerce Marketplaces,click
35b527a0-a6ae-49d8-b946-fcb3bb92ff01,user_9,2023-11-04 10:49:30.213105,Influencer Networks,click
a6bf01be-a4e3-418a-b2f0-b83aee564752,user_9,2023-11-04 10:49:30.415425,Google Search,click
9437ae9b-200d-48a6-ac63-b6742042dcb3,user_9,2023-11-04 10:49:30.683135,Programmatic Display,click
16112400-55bd-4f19-8eec-4aca4b72ed8e,user_9,2023-11-04 10:49:30.862474,Google Search,click
f7e1ccf7-5894-410c-9701-2cd53eb2be0d,user_9,2023-11-04 10:49:31.072118,Instagram,click
eeaa8a05-56f5-4045-81a7-ede7ba3bf951,user_9,2023-11-04 10:49:31.241086,TikTok,click
122a1eba-06a8-4adb-8113-54535f9a80d3,user_9,2023-11-04 10:49:31.471959,Influencer Networks,click
e981cbe0-9a0f-468c-8379-ed0a0f0a8c06,user_9,2023-11-04 10:49:31.661060,Programmatic Display,click
189b183d-2594-4ac8-9816-002736f0d635,user_9,2023-11-04 10:49:31.874854,Influencer Networks,click
c07eed0b-cf17-4b24-af4d-5c87ff07b2e1,user_9,2023-11-04 10:49:32.023400,Google Search,click
2e273e54-c01b-410e-a78f-5de464264a1d,user_9,2023-11-04 10:49:32.230947,Programmatic Display,click
8a078dd4-8cb6-43e1-b77f-dacd547bacb8,user_9,2023-11-04 10:49:32.478437,Programmatic Display,click
e8eef531-288c-41f2-b81f-12a8cc3c9e54,user_9,2023-11-04 10:49:32.619402,TikTok,click
90fc7add-7bf8-4daa-8787-a2d39678ff61,user_9,2023-11-04 10:49:32.894713,Influencer Networks,click
fbc6e4e5-7d6e-4ffb-b2d9-56dac96af532,user_9,2023-11-04 10:49:33.046168,YouTube,click
79300629-a50b-4aa6-9124-ae3e3ed4bae3,user_9,2023-11-04 10:49:33.277812,E-commerce Marketplaces,click
382a7eed-50a1-46f0-b37a-999d279177bf,user_9,2023-11-04 10:49:33.452746,Google Search,click
7262194b-45ad-4e86-88e6-3a453a05d518,user_9,2023-11-04 10:49:33.681689,Programmatic Display,click
b0c5ff87-bf8a-4668-864b-a4a43ad364ff,user_9,2023-11-04 10:49:33.860466,Programmatic Display,click
490b92f1-6003-401c-a6a7-aaa6a04aa423,user_9,2023-11-04 10:49:34.025000,TikTok,click
98042a08-d7e0-4236-9613-12ef2f204014,user_9,2023-11-04 10:49:34.248059,YouTube,click
a151b211-0aea-4a92-980c-61ad40c0b146,user_9,2023-11-04 10:49:34.455454,Instagram,click
937a7bee-e102-4fca-8953-500eb2188974,user_9,2023-11-04 10:49:34.671140,E-commerce Marketplaces,click
85ebb25f-ea74-42cb-9636-397a0b035eea,user_9,2023-11-04 10:49:34.885117,YouTube,click
0611e478-9cf1-4f4b-b311-5e4b9efdc948,user_9,2023-11-04 10:49:35.008388,Google Search,click
86fa1648-d20a-452c-bcab-6acbca639477,user_9,2023-11-04 10:49:35.227279,E-commerce Marketplaces,click
110e806a-266a-427a-a6fb-c58b34a39967,user_9,2023-11-04 10:49:35.414735,Influencer Networks,click
830f521f-6b3d-4203-8120-24f5abfaa4be,user_9,2023-11-04 10:49:35.609171,Google Search,click
47879ade-c92d-49b2-b2f9-7c4aa47356a2,user_9,2023-11-04 10:49:35.881670,YouTube,click
e3811c8a-c9a8-497b-a006-f6e1a54be5ac,user_9,2023-11-04 10:49:36.093047,Influencer Networks,click
46ee6059-9766-47ff-b1fc-81e4a5de1a12,user_9,2023-11-04 10:49:36.205326,E-commerce Marketplaces,click
ef416571-6107-45fb-b6d2-a89b6693e7d9,user_9,2023-11-04 10:49:36.437396,Influencer Networks,click
8c9a9a6c-1ca8-4d2f-8451-a2e3739c47bc,user_9,2023-11-04 10:49:36.699453,YouTube,click
51ad8845-b7f2-46da-85e5-87916427ec88,user_9,2023-11-04 10:49:36.822454,YouTube,click
58c1d10d-352a-4d67-83c3-ed4a8abe2b25,user_9,2023-11-04 10:49:37.093083,Programmatic Display,click
825da85a-e26e-432c-86d8-3d8245a17664,user_9,2023-11-04 10:49:37.271470,YouTube,click
b63cc703-9d42-43be-9ed8-af8b48dfe8f0,user_9,2023-11-04 10:49:37.479138,Google Search,click
bff7d694-2abc-4f89-8e92-486e9c83ab97,user_9,2023-11-04 10:49:37.603830,Programmatic Display,click
a03a28ad-50dc-4744-b00b-95ccdce52614,user_9,2023-11-04 10:49:37.847245,Programmatic Display,click
22a0f80f-7d01-4971-b0e1-1ff1be686cd7,user_9,2023-11-04 10:49:38.013879,TikTok,click
5cef2b91-fec0-42a8-925f-bd0caf8c8c05,user_9,2023-11-04 10:49:38.246911,E-commerce Marketplaces,click
ebc432dd-eb6c-49fe-b611-104e96beddf4,user_9,2023-11-04 10:49:38.400525,Instagram,click
0407fd85-757c-451f-8156-6df138b6e25c,user_9,2023-11-04 10:49:38.601900,Google Search,click
750deda5-88cc-4f5e-9321-a6a44b0bcd44,user_9,2023-11-04 10:49:38.883496,E-commerce Marketplaces,click
292af39a-6350-4cf0-bf27-dee379c3caa0,user_9,2023-11-04 10:49:39.094023,E-commerce Marketplaces,click
b0a1b9dc-8079-495a-98aa-ae2de742cf75,user_10,2023-04-06 16:58:02.000000,Instagram,click
b4ea772a-ccfb-4a97-9388-aa9dc40ed962,user_10,2023-04-09 18:58:02.000000,E-commerce Marketplaces,click
61d5de5a-d424-4e92-a01f-037a72d5134e,user_10,2023-04-12 09:58:02.000000,TikTok,click
9bbe5ca0-0a34-41ca-b0ab-ebe4d898bd55,user_10,2023-04-14 17:58:02.000000,Influencer Networks,click
c6486e1e-b1a1-4c2f-90cc-03f35ba75814,user_10,2023-04-16 10:58:02.000000,Influencer Networks,click
6f9fa5a5-f87d-4fc5-acb6-ac38d8bf58d6,user_11,2023-04-08 05:13:16.000000,Influencer Networks,click
3a17b7a8-5cfc-4844-9b73-043295ae712f,user_11,2023-04-11 15:13:16.000000,TikTok,click
b9245c22-9741-455f-b6a6-61bf4d7cc620,user_11,2023-04-13 18:13:16.000000,E-commerce Marketplaces,click
5850c5d5-7e44-40c8-8d93-c60adec48d22,user_11,2023-04-15 23:13:16.000000,E-commerce Marketplaces,click
fb68d394-e55e-4054-8d5a-4e6e61e503b7,user_11,2023-04-17 17:13:16.000000,TikTok,click
0f7c9caa-3a8d-4d82-8f75-c39c12356d66,user_11,2023-04-18 07:13:16.000000,YouTube,click
b5423d79-35e7-464b-9b35-87e4965987f8,user_12,2023-05-18 05:47:31.000000,TikTok,click
73023142-2468-4aaf-8dcc-e7d0aa8ae2f6,user_12,2023-05-20 21:47:31.000000,TikTok,click
adaa43ff-96cb-4601-8b0d-d7647897f4ae,user_13,2023-05-16 08:29:20.000000,Influencer Networks,click
9c247421-d9d2-4e85-80c2-758bec48cf87,user_13,2023-05-19 11:29:20.000000,Influencer Networks,click
1d26f370-52b8-4188-8b4b-1403afe1d041,user_13,2023-05-22 08:29:20.000000,Instagram,click
2eb206a0-e9b6-42c7-9089-c775832db7ae,user_13,2023-05-23 23:29:20.000000,Influencer Networks,click
82933e29-13ec-4954-8e11-c9c08fcc4034,user_13,2023-05-25 01:29:20.000000,Instagram,click
add8f7c3-c89d-4507-bfd1-de21ffa5aa9b,user_13,2023-05-25 20:29:20.000000,YouTube,click
839ad9dd-3e5f-49fc-bf2c-9b3b0319b87a,user_13,2023-05-26 06:29:20.000000,Influencer Networks,click
c03b0a24-d528-4924-9781-f9e59fb9e30a,user_13,2023-05-26 22:29:20.000000,Influencer Networks,click
d50940db-2d2e-43ae-8531-7a49d57ff9a2,user_13,2023-05-27 05:29:20.000000,Instagram,click
f9653256-e19e-4db1-bc06-0c2b2a3770eb,user_14,2023-06-23 05:40:55.000000,Influencer Networks,click
6986dec2-ce8f-4868-b83b-ac6c5aee18c0,user_14,2023-06-26 04:40:55.000000,Influencer Networks,click
dcfc9331-c289-412f-93f2-bf16cf4b778f,user_14,2023-06-29 03:40:55.000000,Influencer Networks,click
166b65a5-7a9e-45e2-9ccf-26cbf8f120e9,user_14,2023-07-01 00:40:55.000000,TikTok,click
485b0d34-32da-4b1c-b685-3ade3e817c90,user_14,2023-07-02 14:40:55.000000,Influencer Networks,click
eb305a78-71b6-4dda-9001-d3ddea203f8d,user_14,2023-07-03 08:40:55.000000,TikTok,click
68f7f85d-158e-4145-acab-faaeab81f0a4,user_15,2023-06-27 00:14:10.000000,Google Search,click
1ec4ce02-dd6e-4395-9229-390159005252,user_15,2023-06-30 11:14:10.000000,Instagram,click
c0c1132c-c2d1-4940-a072-f5215b38fe84,user_15,2023-07-02 13:14:10.000000,YouTube,click
75648919-147a-48f0-9697-3b17ec5ecdba,user_15,2023-07-04 21:14:10.000000,YouTube,click
d58344be-993c-4f57-84eb-5610f8d3badc,user_15,2023-07-06 18:14:10.000000,Instagram,click
930c6a6e-52e2-4a8a-9d2c-e24b36ec4c4c,user_16,2023-11-30 10:10:16.000000,Influencer Networks,click
97e61e07-0486-4677-ab03-d91cd9e7d7de,user_16,2023-12-03 00:10:16.000000,TikTok,click
6b9e1ea0-1b05-40ff-a93a-067b7225bc7d,user_16,2023-12-05 21:10:16.000000,Instagram,click
a2692b2d-db22-4403-af33-6c7866840f1c,user_17,2023-05-28 13:38:23.000000,YouTube,click
5d0cd353-e5cc-4276-90f5-964644214367,user_17,2023-05-31 20:38:23.000000,Instagram,click
afae2566-24fb-461f-9de0-a5713c74afd9,user_17,2023-06-03 09:38:23.000000,Instagram,click
95ae62d1-4e97-486e-8d20-2ade78651d7a,user_17,2023-06-05 05:38:23.000000,Instagram,click
2c09fa8e-59e6-4e41-bab7-a690b4c53574,user_17,2023-06-06 11:38:23.000000,Instagram,click
01d71cfd-1697-48df-a4c5-7ccd6c7d02e2,user_17,2023-06-07 17:38:23.000000,Instagram,click
f8864e17-f512-4d45-b9dd-7c321ebf4386,user_17,2023-06-08 16:38:23.000000,Influencer Networks,click
142f49c0-e721-4552-bf7c-ba9f8ff96db2,user_17,2023-06-09 02:38:23.000000,Influencer Networks,click
d6c139c0-a2e3-4e1b-93e9-c306bedf4ffa,user_18,2023-01-29 18:12:54.045204,TikTok,click
e943c559-1c50-4081-ae7b-0cb6de777d82,user_18,2023-01-29 18:12:54.244511,Instagram,click
1f825dd4-715b-4177-95b5-29d63e193b8a,user_18,2023-01-29 18:12:54.481051,Programmatic Display,click
bc3936f2-6cfd-434d-98a5-0f67ae57247a,user_18,2023-01-29 18:12:54.698657,TikTok,click
b63483f0-0686-4c4d-a2a3-b4b289b0673f,user_18,2023-01-29 18:12:54.834743,Instagram,click
e9367fa1-c172-4461-bf67-ce7fd192017a,user_18,2023-01-29 18:12:55.055000,YouTube,click
5dcd25a6-cf97-4a6e-b30a-7bb3d1b58619,user_18,2023-01-29 18:12:55.289133,Programmatic Display,click
a1699e97-97b1-4beb-a029-03ddf84ccda4,user_18,2023-01-29 18:12:55.415751,TikTok,click
9d690ea6-90d3-4e9d-9986-ef0f77acc15d,user_18,2023-01-29 18:12:55.692732,TikTok,click
8d5553a4-223f-457e-afe1-ccb0f4d9429e,user_18,2023-01-29 18:12:55.817409,YouTube,click
23e2753f-f758-41d5-9e38-f2e9715b2b15,user_18,2023-01-29 18:12:56.050876,Instagram,click
871eef87-49ae-4273-af55-2e2fa7276279,user_18,2023-01-29 18:12:56.298513,Programmatic Display,click
87d62d45-81ac-4e6d-be97-05b11f754109,user_18,2023-01-29 18:12:56.413888,Programmatic Display,click
e233b820-d29d-4692-8c2c-da0a20dbccc8,user_18,2023-01-29 18:12:56.649402,YouTube,click
5cc780d4-e8d7-44c1-a29c-44952b03209f,user_18,2023-01-29 18:12:56.855402,YouTube,click
cc98e963-e311-4610-8b6d-b3bc1205ab0c,user_18,2023-01-29 18:12:57.046741,E-commerce Marketplaces,click
7fca4646-2ba5-4465-8fc3-c2734b0731cc,user_18,2023-01-29 18:12:57.212977,Instagram,click
4ce7347b-d4f2-4bce-99f5-91ce2736fdc5,user_18,2023-01-29 18:12:57.406575,Influencer Networks,click
003fbfbf-93bb-4b62-bab7-17c7735f8615,user_18,2023-01-29 18:12:57.699960,TikTok,click
6195cddc-f5b2-4e4b-b5b7-36fe840512fb,user_18,2023-01-29 18:12:57.847867,Influencer Networks,click
916722a4-6dcd-4257-a410-36ae6178a870,user_18,2023-01-29 18:12:58.076916,Programmatic Display,click
951e8469-9fcb-4bda-96c0-669f536ce146,user_18,2023-01-29 18:12:58.257490,Google Search,click
08919796-b127-4a37-9282-5f28c3fb1c17,user_18,2023-01-29 18:12:58.497238,TikTok,click
fcaab972-848d-4c25-9e15-305daa78299c,user_18,2023-01-29 18:12:58.607417,Influencer Networks,click
957c47f6-423b-4bf1-94a3-96f028e1f7e8,user_18,2023-01-29 18:12:58.868011,YouTube,click
ee80aafb-90ee-4ee8-adcd-490f98a7533f,user_18,2023-01-29 18:12:59.012833,Programmatic Display,click
9d7ce777-6e17-44d1-9f3d-a04180ef427e,user_18,2023-01-29 18:12:59.278026,TikTok,click
b7e50edf-1c3e-4194-991d-17e9c364e55b,user_18,2023-01-29 18:12:59.458779,Programmatic Display,click
20e13692-c99c-4fd4-9b38-84f96f1e7905,user_18,2023-01-29 18:12:59.696626,Influencer Networks,click
00a0a0df-ca83-4fa7-a95f-614fe80be0d3,user_18,2023-01-29 18:12:59.850286,Programmatic Display,click
80f33468-9e80-4db6-9c8c-a16bf6974baa,user_18,2023-01-29 18:13:00.005541,Instagram,click
1fa03e2d-0971-4484-b0fb-f6e3af4eab75,user_18,2023-01-29 18:13:00.251810,YouTube,click
c1ef3e4f-2454-4eaa-933c-5bb0fadacd7d,user_18,2023-01-29 18:13:00.416466,YouTube,click
bd878512-ab0b-4100-8b73-06757e137bfe,user_18,2023-01-29 18:13:00.693474,Google Search,click
de588efd-c8a0-4999-b81e-df3a3af14878,user_18,2023-01-29 18:13:00.834602,E-commerce Marketplaces,click
f17f9a23-6470-4ea2-9ea2-d7d873a7e7ad,user_18,2023-01-29 18:13:01.089493,Programmatic Display,click
e3516140-92f3-4440-bd0b-260d65d81147,user_18,2023-01-29 18:13:01.207886,Google Search,click
7e382c08-bb7d-4e73-a118-3c82491d85d8,user_18,2023-01-29 18:13:01.463506,E-commerce Marketplaces,click
3bd527f7-065e-4a6a-9e97-851fd361fe04,user_18,2023-01-29 18:13:01.627445,TikTok,click
280f243a-9e8d-4d29-a9ea-c3ca054cff9d,user_18,2023-01-29 18:13:01.830282,E-commerce Marketplaces,click
2491f345-ade5-4e45-9c50-304ae0bab01d,user_18,2023-01-29 18:13:02.009343,TikTok,click
