user_id,touch_count,avg_time_diff,min_time_diff,channel_entropy,conversion_status,anomaly_score
user_10056,9,128250.0,7200.0,2.058813883117726,0,1
user_10057,6,183600.0,100800.0,1.584962496393071,0,1
user_10058,4,217200.0,183600.0,1.4999999956719148,0,1
user_10059,9,108450.0,3600.0,1.3921472193364495,0,1
user_1006,9,133650.0,10800.0,1.9749374954311467,0,1
user_10060,2,284400.0,284400.0,0.99999999711461,0,-1
user_10061,7,177000.0,75600.0,0.863120565681241,0,1
user_10062,10,120000.0,32400.0,2.1709505872411934,0,1
user_10063,3,268200.0,241200.0,1.584962496393071,0,-1
user_10064,3,237600.0,194400.0,1.584962496393071,0,1
user_10065,10,111200.0,3600.0,1.5709505901265834,0,1
user_10066,5,171900.0,140400.0,1.9219280891165822,0,1
user_10067,10,112000.0,21600.0,1.8464393389002354,0,1
user_10068,1,86400.0,86400.0,0.0,0,1
user_10069,9,130950.0,28800.0,2.197159716210674,0,1
user_1007,8,126000.0,36000.0,1.9056390564587862,0,1
user_10070,6,173520.0,57600.0,1.9182958282837093,0,1
user_10071,5,203400.0,111600.0,1.9219280891165822,0,1
user_10072,6,172080.0,64800.0,1.4591479126991596,0,1
user_10073,4,231600.0,201600.0,0.8112781215737428,0,1
user_10074,5,191700.0,111600.0,0.7219280920019722,0,1
user_10075,9,105750.0,7200.0,1.3921472193364495,0,1
user_10076,8,142971.42857142858,36000.0,1.4056390579014812,1,1
user_10077,37,0.20087980555555557,0.117393,2.7010749784902273,0,1
user_10078,8,139885.7142857143,39600.0,2.155639055016091,0,1
user_10079,9,126000.0,18000.0,2.197159716210674,1,1
user_1008,5,198000.0,136800.0,0.9709505915692787,0,1
user_10080,4,223200.0,162000.0,1.4999999956719148,1,1
user_10081,3,257400.0,230400.0,1.584962496393071,0,1
user_10082,6,182160.0,68400.0,1.9182958282837093,0,1
user_10083,9,139950.0,36000.0,2.1132833270813998,1,1
user_10084,41,0.200160875,0.115712,2.6629748746398283,0,1
user_10085,3,225000.0,205200.0,0.9182958311690995,0,1
user_10086,40,0.200944,0.128885,2.6262234518928067,0,-1
user_10087,7,142800.0,43200.0,2.2359263434155574,0,1
user_10088,4,229200.0,187200.0,1.4999999956719148,0,1
user_10089,2,291600.0,291600.0,-1.4426951595367387e-09,0,-1
user_1009,7,145200.0,46800.0,1.8423709874063285,0,1
user_10090,1,86400.0,86400.0,0.0,0,1
user_10091,48,0.20027576595744676,0.119638,2.739686371871631,0,1
user_10092,2,244800.0,244800.0,0.99999999711461,1,1
user_10093,9,122850.0,3600.0,2.5032583261194756,0,1
user_10094,7,151200.0,57600.0,1.8423709874063285,0,1
user_10095,5,204300.0,151200.0,1.3709505901265835,0,1
user_10096,9,126000.0,7200.0,1.446616661857428,0,1
user_10097,5,209700.0,162000.0,1.3709505901265835,1,1
user_10098,6,175680.0,82800.0,1.4591479126991596,0,1
user_10099,8,135257.14285714287,14400.0,1.4999999956719148,0,1
user_101,6,184320.0,104400.0,2.2516291601743474,0,1
user_1010,9,120600.0,18000.0,2.1132833270813998,1,1
user_10100,10,108000.0,18000.0,2.1219280876738873,1,1
user_10101,4,201600.0,158400.0,0.8112781215737428,0,1
user_10102,2,234000.0,234000.0,0.99999999711461,0,1
user_10103,2,248400.0,248400.0,0.99999999711461,0,1
user_10104,2,237600.0,237600.0,0.99999999711461,0,1
user_10105,5,216000.0,140400.0,1.9219280891165822,0,1
user_10106,6,167760.0,68400.0,2.2516291601743474,0,1
user_10107,1,86400.0,86400.0,0.0,0,1
user_10108,2,237600.0,237600.0,0.99999999711461,0,1
user_10109,7,150600.0,14400.0,2.128085271677919,0,1
user_1011,9,113850.0,32400.0,1.6577427207341087,0,1
user_10110,1,86400.0,86400.0,0.0,1,1
user_10111,9,125550.0,3600.0,1.3921472193364495,0,1
user_10112,2,288000.0,288000.0,0.99999999711461,0,-1
user_10113,6,168480.0,100800.0,1.792481244589798,0,1
user_10114,7,153600.0,54000.0,1.8423709874063285,0,1
user_10115,7,158400.0,72000.0,1.1488348499528316,0,1
user_10116,67,0.20031581818181818,0.113193,2.7684433908207686,0,1
user_10117,8,136285.7142857143,72000.0,1.8112781186883526,1,1
user_10118,2,284400.0,284400.0,0.99999999711461,0,-1
user_10119,5,205200.0,158400.0,1.9219280891165822,0,1
user_1012,6,162720.0,50400.0,2.2516291601743474,0,1
user_10120,10,106800.0,7200.0,1.8464393389002354,0,1
user_10121,9,125550.0,14400.0,1.6577427207341087,1,1
user_10122,2,295200.0,295200.0,-1.4426951595367387e-09,0,-1
user_10123,9,113400.0,18000.0,1.3516441108253072,0,1
user_10124,6,180000.0,64800.0,0.99999999711461,0,1
user_10125,3,261000.0,255600.0,-1.4426951595367387e-09,0,-1
user_10126,4,222000.0,154800.0,0.99999999711461,0,1
user_10127,1,86400.0,86400.0,0.0,1,1
user_10128,9,116100.0,14400.0,1.9749374954311467,0,1
user_10129,2,270000.0,270000.0,0.99999999711461,0,1
user_1013,9,117450.0,18000.0,1.224394441077901,0,1
user_10130,6,185040.0,126000.0,0.9182958311690995,0,1
user_10131,3,259200.0,234000.0,1.584962496393071,0,1
user_10132,28,0.20122748148148148,0.129701,2.7404155197827667,0,1
user_10133,36,0.19852720000000001,0.117592,2.7121359391847344,0,1
user_10134,2,295200.0,295200.0,-1.4426951595367387e-09,0,-1
user_10135,1,86400.0,86400.0,0.0,0,1
user_10136,9,129600.0,10800.0,1.8910611063018725,0,1
user_10137,4,210000.0,133200.0,1.4999999956719148,0,1
user_10138,2,262800.0,262800.0,-1.4426951595367387e-09,0,-1
user_10139,10,103600.0,21600.0,2.1709505872411934,0,1
user_1014,1,86400.0,86400.0,0.0,0,1
user_10140,5,167400.0,90000.0,1.5219280905592771,0,1
user_10141,10,110800.0,10800.0,1.6854752914565543,0,1
user_10142,5,189900.0,147600.0,1.5219280905592771,0,1
user_10143,10,108400.0,25200.0,1.360964043115596,0,1
user_10144,9,135900.0,7200.0,1.224394441077901,1,1
user_10145,64,0.20116412698412695,0.105175,2.706613258668458,0,-1
user_10146,9,126450.0,21600.0,2.5032583261194756,0,1
user_10147,68,0.1994445223880597,0.110351,2.7544960342639384,0,-1
user_10148,4,222000.0,187200.0,1.9999999942292197,0,1
user_10149,6,181440.0,68400.0,1.9182958282837093,0,1
user_1015,1,86400.0,86400.0,0.0,0,1
user_10150,53,0.19911801923076927,0.122438,2.722145429145992,0,1
user_10151,7,154200.0,50400.0,1.4488156313970995,0,1
user_10152,2,234000.0,234000.0,0.99999999711461,1,1
user_10153,34,0.20038687878787878,0.127003,2.759950245570084,0,1
user_10154,2,234000.0,234000.0,-1.4426951595367387e-09,0,-1
user_10155,4,228000.0,180000.0,0.8112781215737428,0,1
user_10156,1,86400.0,86400.0,0.0,0,1
user_10157,9,127800.0,14400.0,1.4355204999545814,1,1
user_10158,3,241200.0,201600.0,0.9182958311690995,0,1
user_10159,10,118000.0,10800.0,2.1219280876738873,0,1
user_1016,4,218400.0,187200.0,1.4999999956719148,0,1
user_10160,9,118350.0,36000.0,2.197159716210674,0,1
user_10161,5,192600.0,126000.0,1.9219280891165822,0,1
user_10162,6,183600.0,93600.0,1.792481244589798,0,1
user_10163,6,167760.0,79200.0,1.584962496393071,0,1
user_10164,5,177300.0,133200.0,1.5219280905592771,1,1
user_10165,4,214800.0,151200.0,0.8112781215737428,0,1
user_10166,3,257400.0,226800.0,0.9182958311690995,0,1
user_10167,6,164160.0,90000.0,0.99999999711461,0,1
user_10168,36,0.2004084285714286,0.14211,2.758459882645297,0,-1
user_10169,5,192600.0,118800.0,1.3709505901265835,0,1
user_1017,10,116800.0,10800.0,1.5709505886838886,0,1
user_10170,9,129600.0,32400.0,1.7527152732089246,0,1
user_10171,10,119600.0,28800.0,2.1709505872411934,0,1
user_10172,30,0.19923944827586207,0.115348,2.765596220258737,0,1
user_10173,10,116400.0,18000.0,1.760964041672901,0,1
user_10174,37,0.19898702777777777,0.130344,2.6750090984809676,0,1
user_10175,9,119700.0,14400.0,1.5304930524293974,0,1
user_10176,1,86400.0,86400.0,0.0,0,1
user_10177,29,0.20213367857142855,0.103014,2.719497797752724,0,-1
user_10178,1,86400.0,86400.0,0.0,0,1
user_10179,53,0.20002138461538463,0.109406,2.70582628692802,0,1
user_1018,8,139885.7142857143,14400.0,1.2987949363673135,0,1
user_10180,7,144000.0,61200.0,1.664497773429681,0,1
user_10181,5,185400.0,97200.0,1.3709505901265835,1,1
user_10182,7,171000.0,75600.0,1.5566567031347378,0,1
user_10183,7,151800.0,46800.0,1.1488348499528316,0,1
user_10184,8,137828.57142857142,28800.0,1.9056390564587862,0,1
user_10185,6,187200.0,90000.0,1.4591479126991596,0,1
user_10186,9,131850.0,36000.0,2.058813883117726,0,1
user_10187,7,161400.0,43200.0,2.2359263434155574,0,1
user_10188,2,255600.0,255600.0,0.99999999711461,0,1
user_10189,6,173520.0,61200.0,1.9182958282837093,1,1
user_1019,4,213600.0,190800.0,1.4999999956719148,0,1
user_10190,8,146571.42857142858,39600.0,1.9999999927865248,1,1
user_10191,4,195600.0,154800.0,1.4999999956719148,1,1
user_10192,1,86400.0,86400.0,0.0,0,1
user_10193,5,189900.0,104400.0,1.5219280905592771,0,1
user_10194,8,135257.14285714287,54000.0,1.74999999422922,0,1
user_10195,48,0.20078365957446806,0.110116,2.6485257106662004,0,1
user_10196,3,219600.0,201600.0,0.9182958311690995,0,1
user_10197,3,217800.0,187200.0,0.9182958311690995,0,1
user_10198,3,241200.0,198000.0,0.9182958311690995,0,1
user_10199,9,130500.0,25200.0,1.3516441108253072,0,1
user_102,4,232800.0,205200.0,0.8112781215737428,0,1
user_1020,45,0.19975925000000003,0.133586,2.671694831610233,0,-1
user_10200,9,117450.0,10800.0,0.9910760569528321,0,1
user_10201,43,0.20009330952380958,0.130631,2.6323353146632877,0,-1
user_10202,10,99200.0,10800.0,2.1709505872411934,0,1
user_10203,10,123200.0,7200.0,1.360964043115596,1,1
user_10204,2,298800.0,298800.0,-1.4426951595367387e-09,0,-1
user_10205,5,199800.0,111600.0,1.3709505901265835,0,1
user_10206,10,119200.0,39600.0,1.7219280891165822,0,1
user_10207,1,86400.0,86400.0,0.0,0,1
user_10208,1,86400.0,86400.0,0.0,0,1
user_10209,33,0.20153896875,0.107317,2.6828135216263416,0,-1
user_1021,3,246600.0,223200.0,0.9182958311690995,0,1
user_10210,10,136000.0,57600.0,1.8464393389002354,0,1
user_10211,58,0.20036350877192982,0.135068,2.704261738713036,0,-1
user_10212,1,86400.0,86400.0,0.0,0,1
user_10213,1,86400.0,86400.0,0.0,0,1
user_10214,8,139371.42857142858,64800.0,1.061278120131048,0,1
user_10215,2,270000.0,270000.0,0.99999999711461,0,1
user_10216,7,156000.0,54000.0,1.8423709874063285,0,1
user_10217,3,262800.0,230400.0,1.584962496393071,0,1
user_10218,1,86400.0,86400.0,0.0,0,1
user_10219,4,186000.0,133200.0,1.4999999956719148,0,1
user_1022,5,197100.0,126000.0,1.5219280905592771,0,1
user_10220,10,105600.0,7200.0,2.1709505872411934,0,1
user_10221,4,230400.0,190800.0,1.9999999942292197,0,1
user_10222,6,170640.0,72000.0,1.2516291630597378,0,1
user_10223,6,195840.0,122400.0,1.2516291630597378,0,1
user_10224,4,234000.0,205200.0,0.99999999711461,0,1
user_10225,4,205200.0,162000.0,0.99999999711461,0,1
user_10226,6,157680.0,64800.0,1.4591479126991596,0,1
user_10227,6,181440.0,86400.0,1.4591479126991596,0,1
user_10228,9,113400.0,3600.0,1.8365916623381988,0,1
user_10229,6,192240.0,100800.0,2.2516291601743474,0,1
user_1023,9,104400.0,7200.0,2.419381936990201,0,1
user_10230,7,157800.0,36000.0,1.4488156313970995,0,1
user_10231,2,234000.0,234000.0,0.99999999711461,0,1
user_10232,6,162720.0,90000.0,0.99999999711461,0,1
user_10233,2,252000.0,252000.0,0.99999999711461,0,1
user_10234,7,157200.0,64800.0,2.2359263434155574,0,1
user_10235,7,154200.0,72000.0,1.3787834891580906,0,1
user_10236,10,113200.0,14400.0,1.960964040230206,0,1
user_10237,5,190800.0,126000.0,1.9219280891165822,0,1
user_10238,2,223200.0,223200.0,-1.4426951595367387e-09,0,-1
user_10239,1,86400.0,86400.0,0.0,0,1
user_1024,3,207000.0,180000.0,-1.4426951595367387e-09,0,-1
user_10240,68,0.20020876119402986,0.102049,2.7906143657891795,0,-1
user_10241,10,108000.0,3600.0,1.6854752914565543,0,1
user_10242,1,86400.0,86400.0,0.0,0,1
user_10243,5,190800.0,136800.0,1.9219280891165822,0,1
user_10244,39,0.19824299999999997,0.106291,2.617732977550364,0,-1
user_10245,7,142200.0,21600.0,1.950212059143967,0,1
user_10246,42,0.1992000487804878,0.121933,2.6363982231119323,0,1
user_10247,2,234000.0,234000.0,0.99999999711461,0,1
user_10248,63,0.20067654838709678,0.105349,2.7207867311680123,0,-1
user_10249,7,153000.0,10800.0,0.5916727756969373,0,1
user_1025,5,187200.0,108000.0,1.9219280891165822,0,1
user_10250,7,133800.0,39600.0,1.8423709874063285,0,1
user_10251,7,154200.0,32400.0,1.664497773429681,0,1
user_10252,9,117900.0,21600.0,1.7527152732089246,0,1
user_10253,4,214800.0,169200.0,0.8112781215737428,0,1
user_10254,2,252000.0,252000.0,0.99999999711461,0,1
user_10255,6,178560.0,64800.0,1.2516291630597378,0,1
user_10256,5,182700.0,100800.0,1.5219280905592771,0,1
user_10257,3,223200.0,201600.0,0.9182958311690995,0,1
user_10258,5,187200.0,140400.0,1.5219280905592771,0,1
user_10259,4,211200.0,140400.0,1.4999999956719148,0,1
user_1026,1,86400.0,86400.0,0.0,0,1
user_10260,7,137400.0,75600.0,1.664497773429681,1,1
user_10261,10,111200.0,7200.0,2.1709505872411934,0,1
user_10262,1,86400.0,86400.0,0.0,0,1
user_10263,1,86400.0,86400.0,0.0,0,1
user_10264,8,138342.85714285713,57600.0,1.74999999422922,1,1
user_10265,7,141000.0,43200.0,1.664497773429681,1,1
user_10266,1,86400.0,86400.0,0.0,0,1
user_10267,5,204300.0,144000.0,1.5219280905592771,0,1
user_10268,76,0.20068655999999999,0.112073,2.794607130498926,0,-1
user_10269,47,0.20051228260869564,0.120911,2.7162890454881836,0,1
user_1027,6,175680.0,93600.0,2.584962492064986,0,1
user_10270,1,86400.0,86400.0,0.0,1,1
user_10271,5,188100.0,133200.0,1.9219280891165822,1,1
user_10272,3,241200.0,183600.0,0.9182958311690995,0,1
user_10273,2,284400.0,284400.0,0.99999999711461,0,-1
user_10274,5,204300.0,154800.0,0.7219280920019722,0,1
user_10275,5,211500.0,151200.0,0.7219280920019722,0,1
user_10276,43,0.2004410476190476,0.102683,2.7662521769845396,0,-1
user_10277,10,127200.0,28800.0,1.960964040230206,0,1
user_10278,9,128250.0,10800.0,2.5032583261194756,0,1
user_10279,10,108400.0,14400.0,1.7219280891165822,0,1
user_1028,2,237600.0,237600.0,0.99999999711461,0,1
user_10280,48,0.2007620212765958,0.134203,2.724483971688823,0,-1
user_10281,10,120400.0,10800.0,0.9709505915692787,0,1
user_10282,9,119250.0,18000.0,2.197159716210674,1,1
user_10283,9,124200.0,39600.0,1.446616661857428,0,1
user_10284,5,177300.0,90000.0,1.3709505901265835,0,1
user_10285,6,172080.0,68400.0,1.792481244589798,1,1
user_10286,2,270000.0,270000.0,0.99999999711461,0,1
user_10287,10,114800.0,10800.0,2.1219280876738873,0,1
user_10288,1,86400.0,86400.0,0.0,0,1
user_10289,1,86400.0,86400.0,0.0,0,1
user_1029,4,207600.0,176400.0,0.8112781215737428,0,1
user_10290,3,226800.0,226800.0,1.584962496393071,0,1
user_10291,8,147085.7142857143,50400.0,0.99999999711461,0,1
user_10292,7,163200.0,50400.0,1.8423709874063285,0,1
user_10293,35,0.19862938235294117,0.136367,2.5207051526845734,0,-1
user_10294,7,156000.0,57600.0,1.8423709874063285,0,1
user_10295,9,130950.0,46800.0,1.7527152732089246,0,1
user_10296,5,177300.0,140400.0,2.321928087673887,1,1
user_10297,6,177120.0,100800.0,1.2516291630597378,0,1
user_10298,7,158400.0,18000.0,2.2359263434155574,0,1
user_10299,38,0.20088508108108105,0.129441,2.609642151014957,0,-1
user_103,10,110800.0,21600.0,1.8464393389002354,0,1
user_1030,5,175500.0,108000.0,1.9219280891165822,0,1
user_10300,3,216000.0,187200.0,0.9182958311690995,0,1
user_10301,3,219600.0,216000.0,0.9182958311690995,0,1
user_10302,8,145028.57142857142,43200.0,1.9056390564587862,0,1
user_10303,1,86400.0,86400.0,0.0,0,1
user_10304,1,86400.0,86400.0,0.0,0,1
user_10305,4,219600.0,190800.0,1.4999999956719148,0,1
user_10306,7,133200.0,72000.0,1.8423709874063285,0,1
user_10307,8,137828.57142857142,3600.0,1.2987949363673135,1,1
user_10308,4,205200.0,144000.0,1.4999999956719148,1,1
user_10309,9,131400.0,36000.0,1.5304930524293974,0,1
user_1031,1,86400.0,86400.0,0.0,0,1
user_10310,9,129600.0,25200.0,2.281036105339948,0,1
user_10311,4,218400.0,158400.0,1.4999999956719148,0,1
user_10312,51,0.20026634000000001,0.114121,2.6433368459749964,0,1
user_10313,1,86400.0,86400.0,0.0,0,1
user_10314,3,243000.0,223200.0,1.584962496393071,1,1
user_10315,9,125100.0,14400.0,1.3516441108253072,0,1
user_10316,1,86400.0,86400.0,0.0,0,1
user_10317,7,144000.0,25200.0,2.2359263434155574,0,1
user_10318,72,0.2004578450704225,0.11083,2.742319189233763,0,-1
user_10319,4,217200.0,187200.0,1.9999999942292197,0,1
user_1032,4,236400.0,205200.0,-1.4426951595367387e-09,0,-1
user_10320,10,104400.0,7200.0,1.6854752914565543,0,1
user_10321,4,194400.0,144000.0,1.4999999956719148,0,1
user_10322,64,0.2003621746031746,0.115516,2.769653750176574,0,1
user_10323,4,211200.0,183600.0,1.4999999956719148,0,1
user_10324,5,185400.0,97200.0,1.9219280891165822,0,1
user_10325,8,133200.0,28800.0,1.061278120131048,0,1
user_10326,7,148800.0,3600.0,1.8423709874063285,0,1
user_10327,8,134228.57142857142,28800.0,1.4056390579014812,0,1
user_10328,4,226800.0,183600.0,1.4999999956719148,0,1
user_10329,7,154800.0,21600.0,2.128085271677919,0,1
user_1033,8,121885.71428571429,21600.0,1.9999999942292197,0,1
user_10330,9,137700.0,61200.0,1.3516441108253072,0,1
user_10331,9,132750.0,25200.0,1.3516441108253072,0,1
user_10332,4,231600.0,201600.0,1.4999999956719148,0,1
user_10333,8,127028.57142857143,75600.0,1.5487949349246184,0,1
user_10334,9,120150.0,7200.0,1.6577427207341087,0,1
user_10335,9,129600.0,46800.0,2.419381936990201,1,1
user_10336,10,118400.0,32400.0,1.8464393389002354,0,1
user_10337,3,230400.0,198000.0,1.584962496393071,0,1
user_10338,5,179100.0,111600.0,2.321928087673887,0,1
user_10339,49,0.19960439583333334,0.118827,2.7578233662738545,0,1
user_1034,9,120150.0,7200.0,1.224394441077901,0,1
user_10340,76,0.19991334666666669,0.118585,2.770581663004589,0,-1
user_10341,9,121050.0,18000.0,1.446616661857428,0,1
user_10342,5,175500.0,115200.0,1.9219280891165822,0,1
user_10343,6,163440.0,61200.0,2.2516291601743474,1,1
user_10344,1,86400.0,86400.0,0.0,0,1
user_10345,1,86400.0,86400.0,0.0,0,1
user_10346,7,160200.0,43200.0,1.3787834891580906,0,1
user_10347,2,237600.0,237600.0,-1.4426951595367387e-09,0,-1
user_10348,5,191700.0,100800.0,1.3709505901265835,0,1
user_10349,5,183600.0,133200.0,2.321928087673887,0,1
user_1035,77,0.19893975,0.111315,2.75142187290999,0,-1
user_10350,7,141000.0,46800.0,1.8423709874063285,0,1
user_10351,6,185040.0,108000.0,1.792481244589798,0,1
user_10352,9,118350.0,7200.0,1.6577427207341087,0,1
user_10353,10,126800.0,32400.0,2.6464393345721504,0,1
user_10354,7,142200.0,25200.0,2.521640627687148,0,1
user_10355,1,86400.0,86400.0,0.0,0,1
user_10356,8,139371.42857142858,61200.0,2.249999992786525,0,1
user_10357,9,125550.0,18000.0,1.7527152732089246,0,1
user_10358,2,298800.0,298800.0,0.99999999711461,0,-1
user_10359,2,234000.0,234000.0,0.99999999711461,0,1
user_1036,1,86400.0,86400.0,0.0,0,1
user_10360,3,244800.0,190800.0,1.584962496393071,0,1
user_10361,1,86400.0,86400.0,0.0,1,1
user_10362,10,122800.0,28800.0,1.760964041672901,0,1
user_10363,3,264600.0,241200.0,0.9182958311690995,1,1
user_10364,10,101200.0,21600.0,1.7219280891165822,0,1
user_10365,10,136000.0,46800.0,1.960964040230206,1,1
user_10366,2,223200.0,223200.0,0.99999999711461,0,1
user_10367,3,226800.0,216000.0,1.584962496393071,1,1
user_10368,10,128000.0,10800.0,1.7219280891165822,0,1
user_10369,2,288000.0,288000.0,0.99999999711461,0,-1
user_1037,4,211200.0,158400.0,0.8112781215737428,0,1
user_10370,60,0.20020872881355933,0.126359,2.7850217726564592,0,-1
user_10371,2,273600.0,273600.0,0.99999999711461,0,1
user_10372,7,151200.0,50400.0,1.950212059143967,0,1
user_10373,10,102800.0,14400.0,1.2954618399102367,1,1
user_10374,7,151200.0,39600.0,1.3787834891580906,0,1
user_10375,4,198000.0,154800.0,0.99999999711461,0,1
user_10376,4,211200.0,165600.0,1.9999999942292197,1,1
user_10377,8,127542.85714285714,39600.0,1.9056390564587862,0,1
user_10378,7,149400.0,28800.0,2.128085271677919,0,1
user_10379,7,154200.0,72000.0,2.128085271677919,0,1
user_1038,5,200700.0,133200.0,1.9219280891165822,0,1
user_10380,9,119700.0,46800.0,1.3516441108253072,0,1
user_10381,7,157800.0,7200.0,0.863120565681241,0,1
user_10382,10,118400.0,7200.0,1.760964041672901,0,1
user_10383,58,0.19971663157894734,0.117278,2.781827597748485,0,1
user_10384,8,135771.42857142858,10800.0,1.74999999422922,0,1
user_10385,7,147600.0,39600.0,1.8423709874063285,1,1
user_10386,8,140914.2857142857,46800.0,0.8112781215737428,0,1
user_10387,8,143485.7142857143,10800.0,1.8112781186883526,0,1
user_10388,6,190080.0,93600.0,2.2516291601743474,1,1
user_10389,1,86400.0,86400.0,0.0,0,1
user_1039,9,119700.0,18000.0,1.8910611063018725,0,1
user_10390,9,131850.0,28800.0,1.3516441108253072,0,1
user_10391,32,0.20262300000000003,0.130649,2.597788571048733,0,-1
user_10392,78,0.2000278181818182,0.135134,2.770680853589955,0,-1
user_10393,6,187200.0,100800.0,1.792481244589798,0,1
user_10394,2,252000.0,252000.0,0.99999999711461,0,1
user_10395,4,230400.0,201600.0,0.8112781215737428,0,1
user_10396,4,212400.0,183600.0,1.4999999956719148,0,1
user_10397,6,155520.0,46800.0,1.9182958282837093,0,1
user_10398,3,243000.0,190800.0,0.9182958311690995,0,1
user_10399,5,211500.0,140400.0,1.3709505901265835,0,1
user_104,4,243600.0,212400.0,0.99999999711461,1,1
user_1040,35,0.20151820588235295,0.125505,2.697299707452851,0,-1
user_10400,27,0.20071034615384617,0.123103,2.6295512703885233,0,1
user_10401,6,163440.0,64800.0,0.6500224187629642,0,1
user_10402,4,202800.0,183600.0,1.4999999956719148,0,1
user_10403,78,0.1998963896103896,0.102295,2.7949840370190167,0,-1
user_10404,7,157800.0,54000.0,1.664497773429681,0,1
user_10405,4,195600.0,158400.0,1.9999999942292197,0,1
user_10406,4,226800.0,208800.0,1.4999999956719148,0,1
user_10407,4,224400.0,180000.0,1.4999999956719148,0,1
user_10408,10,105200.0,14400.0,1.7709505872411937,0,1
user_10409,7,151200.0,21600.0,1.5566567031347378,0,1
user_1041,26,0.19764384,0.133133,2.43841109744133,0,-1
user_10410,52,0.1985710980392157,0.116674,2.656798821560304,0,-1
user_10411,4,225600.0,194400.0,1.9999999942292197,0,1
user_10412,5,214200.0,144000.0,1.5219280905592771,1,1
